"word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_over","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_font","word_freq_money","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_table","word_freq_conference","char_freq_.","char_freq_..1","char_freq_..2","char_freq_..5","Output"
0,0,0,0,0,0,0,1.49,0,1.49,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.35,0.71,0,0,0,0,0.53,0.17,0,0.17,0,0.35,0,1.07,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.055,"1"
0,0.64,0.64,0,0,0,0,0,0,0.64,0,0,0,0,1.29,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,"1"
0.56,0,0.84,0,0.84,0.84,0.28,0.28,0.28,1.41,0,0,0,1.41,0,0.84,1.98,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,"1"
0,0.64,1.29,0,0,0,0,0,0,0.64,0,0,0,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.053,0,0,"1"
0.34,0.05,0.58,0,0.17,0,0.75,0.23,0.34,1.27,0.34,0,0,0.05,0.17,3.01,2.61,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.027,"1"
0,0,0.63,0,1.27,0.63,0,0,0,0.63,0,0,0,0.63,0,4.45,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.44,0,0.88,0,1.32,0,0,0,0,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,"1"
1.26,0.42,1.26,0,0,0,0,0,0,0.42,0,0,0,0,0.84,3.79,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.067,0,0,"1"
0,0,0,0,0,1.47,1.47,1.47,1.47,0,0,0,0,2.94,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,"1"
0,0.57,0,0,0,0,0,0.57,0,0.57,0,0,0,0,0.57,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.072,0,0,0.144,"1"
0.89,0,0.89,0,0,0,0,0,0.89,1.78,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0,1.47,1.47,1.47,1.47,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.13,0.26,0.52,0,0,0,0,0.39,0.13,0.13,0.13,0,0.26,0,0.78,0.39,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,1.94,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0.97,0,0,0,0.13,0,0,"1"
0,0.43,0,0,0,0,1.3,0.86,0,1.3,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.063,0.126,0,0,"1"
0,0.44,0.44,0,0,0,0,0,0,0.88,1.32,0,0,0,0.88,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,"1"
0,0.65,0.98,0,0,0,0,0,0,0.65,0,0,0,0,1.3,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.053,0,0,"1"
0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,"1"
0.33,0,0.33,0,0,0,0,0,0,1.32,0,0,0,0.99,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.116,0,0.348,"1"
0,0,0.94,0,0,0,0,1.88,0,1.88,0,0,0,0,0,4.71,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.73,0,0.36,0,0.36,0,0,0,0,0.36,0,0,0,1.84,0.73,2.58,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,"1"
0,0.66,0.66,0,0.33,0,0.33,0,0.33,0.33,0,0,0,0.66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0.266,0,0,"1"
0,0.3,0.75,0,0,0,0,0.45,0.15,0,0.15,0,0.15,0,0.75,0.15,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.041,"1"
0.57,0,1.72,0,0,0.57,0,0,0,0.57,1.72,0,0,0.57,0,4.59,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,"1"
0,0,0,0,0,0,0,0,0,1.04,0,0,0,1.04,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.248,0,0.062,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.28,0.84,0,0,0,0,0.42,0.14,0,0.14,0,0.14,0,0.7,0.42,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.067,"1"
0.51,0.25,0.49,0,0.23,0.32,0.38,0.81,0.21,0.9,0.79,1.24,0.02,0.36,0.04,3.49,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0.058,0,0.128,"1"
0.7,0,0.35,0,0.35,0,0.7,0,0,0,0.7,0,0,1.05,0,3.16,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,"1"
0.3,0,1.23,0,0.92,0.92,0.3,0.3,0,0.3,0,0,0,0.3,0,2.47,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.045,0,0,"1"
0,0,0.84,0,0,0.56,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.278,0,0,"1"
0,0.7,1.05,0,0,0,0,0,0,0.7,0,0,0,0,1.4,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.056,0,0,"1"
0.56,0,0.32,0,0.08,0,0.16,0,0.08,0.72,0.56,0,0,1.13,0,4.6,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.121,0,0,"1"
0,0.26,0.26,0,0,0,0,0.26,0,0.26,0.26,0,0.13,0,0.13,3.14,0.26,7.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.889,"1"
0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0.439,"1"
0.09,0.38,0.57,0,0.38,0,0,0.38,0,1.53,0.19,0,0.09,0.09,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.038,0,0.012,"1"
0.34,0,1.7,0,0,0,0.68,1.02,0,0,0,0,0,0,0,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.28,0,0.18,0,0,0,0.02,0.09,0.11,0,0,0,0,0.14,0,0,0.04,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.116,0.021,0,"1"
0.82,0,0,0,0,0,0,0,0,0.82,0,0,0,0.41,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.171,0,0,"1"
0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0.42,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.08,0,0,"1"
0.1,0.1,0.7,0,0.2,0.1,1.41,0.8,0.1,0.5,0,0,0,0,1.11,2.22,0.4,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.26,0.032,"1"
0,0,0.28,0,0.18,0,0,0,0.02,0.09,0.11,0,0,0,0,0.14,0,0,0.04,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.116,0.021,0,"1"
0.87,0.17,0.52,0,0.32,0.04,0.29,0.42,0.39,1.37,0.87,1.69,0,0.54,0.22,3.47,0.29,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.04,0,0.016,0.058,0,0.183,"1"
0.43,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0.43,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,"1"
0,0.81,0.61,0,1.02,0.2,0.4,0.61,0,2.25,0,0,0,0.61,0,2.86,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,"1"
2.32,0,0.77,0,0,0,0,0,0,0.77,0,0,0,0,0,2.32,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0.134,0,0,"1"
0.08,0.08,0.48,0,0.24,0,0.24,0.08,0,0.56,0,0,0,0,0.08,0.88,0.08,4.57,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,"1"
0.07,0,0.55,0,0.23,0.23,0,0.23,0.07,0.55,0.63,0,0,0.31,0.31,2.76,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.012,"1"
0.52,0.42,0.35,0,0.03,0.1,0.56,0.8,0.28,0.7,0.56,1.19,0.03,0.45,0,3.19,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.077,0,0.119,"1"
0.4,0.18,0.32,0,0.18,1.01,0.4,0.4,0.1,0.72,0.65,0.36,0.25,0.36,0.36,3.05,0.14,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0.012,0.042,0.073,0,"1"
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0,0.31,0,0.31,0.63,1.59,0.63,0,0.63,0.63,2.23,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0.092,0,0,"1"
0,0.75,0.25,0,0,0.5,0,0.5,0.25,0.75,0,0,0,0,1.5,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.18,0,0,"1"
0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0.439,"1"
0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.59,0,0,0,0.052,0,0,"1"
0.1,0.2,1.01,0,0.8,0,0.8,0.1,0.3,0.7,0.3,0,1.61,0,1.11,1.31,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.11,0,0.015,"1"
0,0.33,0.33,0,0.33,0,0,0.16,0.16,0.99,0,0,0,0.33,0.16,2.81,0,0,0.33,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.074,0.049,"1"
0.4,0.26,0.93,0,0.8,0.8,0.8,1.2,0,0.8,0.4,0,1.46,0.26,2.26,2.4,0.53,0,0.93,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,"1"
0.1,0.2,1.01,0,0.8,0,0.8,0.1,0.3,0.7,0.3,0,1.61,0,1.11,1.31,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.11,0,0.015,"1"
0.15,0.21,0.58,0,0.15,0.1,0,0.42,0.1,0.95,0.42,0.05,0.05,0,0.36,3.16,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.184,0,0.036,"1"
0.1,0.1,0.71,0,0.2,0.1,1.43,0.82,0.1,0.51,0,0,0,0,1.02,2.15,0.41,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.264,0.033,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,"1"
0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,1.43,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,"1"
0,0.81,1.47,0,0,0.98,0.32,1.79,0,0.81,0,0,0.32,0.65,0,0.98,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0.247,0,0,"1"
0.1,0.1,0.7,0,0.2,0.1,1.41,0.8,0.1,0.6,0,0,0,0,1.01,2.22,0.4,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.265,0.033,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,1.27,0,0,0.42,0.42,0.42,0,0,0,0,0.42,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0.097,0.097,1.171,0,"1"
0.11,0.11,0.47,0,0.11,0,0.35,0.35,0.11,0.94,0.11,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.233,0,0.035,"1"
0,0.37,0,0,0.74,0,0,0,0.74,1.49,0.74,0,0,0,1.49,4.49,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.24,0,0.99,0,0,0.99,0,0.24,0,0.49,0,0,0,0.99,0.74,1.98,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,"1"
0.4,0.14,0.32,0,0.18,1.01,0.4,0.4,0.1,0.72,0.65,0.36,0.25,0.36,0.32,3.05,0.14,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0.012,0.042,0.073,0,"1"
0.95,0,0.47,0.95,0.95,0,0.47,0,0.47,0,0,0,1.42,0.47,2.38,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0.113,"1"
0,0,0,0,0.63,1.58,0.31,0.63,0,0.95,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,"1"
0,0,0,0,0,0,0,0,0.47,0.47,0,0,0,0,1.88,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.81,1.47,0,0,0.98,0.32,1.79,0,0.81,0,0,0.32,0.65,0,0.98,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0.246,0,0,"1"
0,0,0,0,0,0,0,0,0.47,0.47,0,0,0,0,1.88,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.47,0,0,0.23,0,0,0,0.47,0,0,0,0.7,0.23,2.12,0,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.23,0,0,0,0.037,0.037,0,"1"
0,0,0,0,0.38,0.38,0,0,0.38,0,0,0,0,0,0,3.5,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.33,0,1.65,0,0,0,0.66,1.32,0,0,0,0,0,0,0,0.33,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.32,0,1.64,0,0,0,0.65,1.31,0,0,0,0,0,0,0,0.32,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.2,0.61,0,0,0.2,0,0.2,0,0.41,0.2,0,2.06,0,2.47,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,"1"
0.1,0.2,1.01,0,0.8,0,0.8,0.1,0.3,0.7,0.3,0,1.61,0,1.11,1.31,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.11,0,0.015,"1"
0.16,0.24,1.24,0,0.58,0.33,0.66,0.66,0.24,1.24,0.16,0,0.66,0.16,1.57,2.32,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0.132,0,0.013,"1"
0.16,0.24,1.24,0,0.58,0.33,0.66,0.66,0.24,1.24,0.16,0,0.66,0.16,1.57,2.32,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0.132,0,0.026,"1"
0.93,0,0.93,0,0.93,0.93,0,0,0,0,0.93,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,"1"
0,0,1.63,0,0.65,0,0,0,0.32,0.32,0,0,0,0,0,1.96,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.166,"1"
0,0,0,0,0.39,0.39,0,0,0.39,0,0,0,0,0,0,3.52,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.36,0,0,0.36,0,0,0.36,0.36,0.73,0,0,0,0,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.122,"1"
0,0,0.24,0,0,0,0.48,0,0,0.48,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,"1"
0.17,0,0.17,0.17,0.34,0.05,0.05,0.05,0.05,0.51,0.28,0.05,0,0.69,0.05,4.14,0.23,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.03,"1"
0.98,0,0.32,0,0,0,0,0,0,0,0.98,0,0,0,0,3.6,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0.07,0.64,0.64,0,0.71,0.14,1.14,0.5,0.07,0.35,0.21,0,1,0.07,1.14,1.5,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.08,0,0,"1"
0,0,0.71,0,0.17,0,0,1.24,0.17,0,0,0,0.89,0.17,0.35,1.24,0.17,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836,"1"
0,0,0.38,0,0.38,0.19,0.19,0,0,1.72,0,0,0,0.19,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.031,0,0,"1"
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.373,0,0,"1"
0,0,0.22,0,0,0,0.44,0,0,0.44,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,"1"
0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.53,0.53,0,0,0.26,0,0.26,0,0.53,0.53,0.53,0,0,0,2.15,0.26,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.89,0,0.44,0,0,0,0,0.44,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.075,0,"1"
0,0,0.34,0,0,0,0,0.34,0,0.34,0,0,0,0.34,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0.393,0,0,"1"
0,0,0.52,0,0,0,0,1.05,0.52,1.58,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,"1"
0,0,0,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0.87,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,"1"
0,0,0.67,0,0.27,0,0.13,0.27,0,0.4,0.4,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,"1"
0.24,0,0.24,0,0.48,0,0,0.48,0.24,0.72,1.2,0,0,0.72,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,"1"
0,0.18,1.1,0,0.73,0.09,0.83,0.27,0.27,0.64,0.27,0,1.47,0,1.2,1.38,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.09,0,0,0,0.094,0,0.013,"1"
0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.34,0,0,0,0,0.34,0,0.34,0,0,0,0.34,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0.393,0,0,"1"
0.68,0.17,0.51,0,0,0,0,0.51,0,0.51,0.51,0.17,0.17,0.17,1.02,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.063,0.095,0,0,"1"
0,1.15,0.86,0,0.28,0,0,0.28,0,0.57,0,0,0,0,0.86,4.32,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,3.423,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.75,0,0,0.25,0,1.01,0,0.25,1.51,0,0.75,0,1.51,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.078,0,0,"1"
0,0,0.32,0,0.32,0.32,0,0,0.65,1.3,0,0,0,0,0.65,2.61,2.61,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.103,"1"
0,0.67,0.67,0,0,0.16,0,0,0,0.33,0.67,0.67,0.5,0,0,2.52,0.5,0,0.16,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,"1"
0,0.66,0.66,0,0,0.16,0,0,0,0.33,0.66,0.49,0.66,0,0,2.47,0.49,0,0.16,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.05,"1"
